Date,Type,Country,State,Location,Activity,Sex,Age,Injury,Time,Species,Extracted_date,Month,Year,Age_group
16-Sep-2000,Unprovoked,USA,SOUTH CAROLINA,"Isle of Palms, Charleston County",Unknown,Unknown,nan,Fatal,,Unknown,Sep-2000,Sep,2000,Unknown
15-Sep-2000,Unprovoked,USA,FLORIDA,"Fort Pierce Inlet, St Lucie County",Surfing,M,49,Survived,18h00,Unknown,Sep-2000,Sep,2000,Adult
12-Sep-2000,Unprovoked,USA,FLORIDA,"Sebastian Inlet, Indian River or Brevard County",Surfing,F,26,Survived,12h00,Unknown,Sep-2000,Sep,2000,Young Adult
11-Sep-2000,Unprovoked,USA,FLORIDA,"Daytona Beach Shores, Volusia County",Swimming,M,25,Survived,13h20,Unknown,Sep-2000,Sep,2000,Young Adult
10-Sep-2000,Unprovoked,USA,FLORIDA,"Vero Beach, Indian River County",Swimming,M,8,Survived,17h42,Unknown,Sep-2000,Sep,2000,Child
10-Sep-2000,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Dyer Island,Diving,M,48,Survived,11h00,Great White,Sep-2000,Sep,2000,Adult
08-Sep-2000,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",wading,M,40,Survived,11h45,Unknown,Sep-2000,Sep,2000,Adult
31-Aug-2000,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Swimming,M,47,Survived,12h35,Unknown,Aug-2000,Aug,2000,Adult
30-Aug-2000,Unprovoked,USA,FLORIDA,"Boca Ciega Bay, Tampa, Pinellas County",Unknown,M,69,Fatal,16h00,Bull Shark,Aug-2000,Aug,2000,Senior
21-Aug-2000,Unprovoked,USA,NORTH CAROLINA,"Bouges Bank, Emerald Isle, Carteret County",Swimming,M,nan,Survived,,Unknown,Aug-2000,Aug,2000,Unknown
15-Aug-2000,Unprovoked,USA,HAWAII,"Kanaha Beach, Maui",Surfing,M,53,Survived,11h50,Tiger Shark,Aug-2000,Aug,2000,Adult
13-Aug-2000,Unprovoked,USA,FLORIDA,"South Jacksonville Beach, Duval County",Surfing,M,27,Survived,16h30,Unknown,Aug-2000,Aug,2000,Young Adult
12-Aug-2000,Unprovoked,USA,FLORIDA,"St. Augustine, St. Johns County",Standing,F,44,Survived,16h45,Blacktip Shark,Aug-2000,Aug,2000,Adult
11-Aug-2000,Other,USA,NORTH CAROLINA,"Emerald Isle, Carteret County",Swimming,M,nan,Fatal,Possibly same incident as 2000.08.21,Unknown,Aug-2000,Aug,2000,Unknown
10-Aug-2000,Other,USA,FLORIDA,Florida Keys,Unknown,M,23 & 20,Unknown,,Unknown,Aug-2000,Aug,2000,Unknown
25-Jul-2000,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Unknown,M,5,Survived,,Unknown,Jul-2000,July,2000,Child
22-Jul-2000,Unprovoked,USA,FLORIDA,"Big Pine Key, Monroe County ",Snorkeling,F,45,Survived,,Nurse Shark,Jul-2000,July,2000,Adult
17-Jul-2000,Unprovoked,USA,NORTH CAROLINA,"Oceanic Pier, Wrightsville Beach, New Hanover County",Surfing,M,16,Survived,,Unknown,Jul-2000,July,2000,Teen
16-Jul-2000,Unprovoked,USA,NORTH CAROLINA,"Holden Beach, Brunswick County",Surfing,M,14,Survived,,Unknown,Jul-2000,July,2000,Teen
16-Jul-2000,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,"Nahoon, East London",Surfing,M,15,Survived,,Unknown,Jul-2000,July,2000,Teen
15-Jul-2000,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Cape Recife,Surfing,M,18,Survived,,Unknown,Jul-2000,July,2000,Teen
15-Jul-2000,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,South of Durban,Surfing,M,nan,Survived,After Dusk,Unknown,Jul-2000,July,2000,Unknown
10-Jul-2000,Unprovoked,USA,FLORIDA,"Daytona  Beach, Volusia County",wading,M,13,Survived,15h45,Unknown,Jul-2000,July,2000,Teen
09-Jul-2000,Unprovoked,USA,FLORIDA,"Neptune Avenue, Ormond Beach, Volusia County",Swimming,M,41,Survived,18h00,Unknown,Jul-2000,July,2000,Adult
07-Jul-2000,Unprovoked,USA,TEXAS,"Mustang Island, Corpus Christi",Unknown,M,5,Survived,,Lemon Shark,Jul-2000,July,2000,Child
06-Jul-2000,Unprovoked,USA,NORTH CAROLINA,"Pine Island, Corolla, Currituck County",Unknown,F,12,Survived,16h30,Tiger Shark,Jul-2000,July,2000,Child
04-Jul-2000,Unprovoked,USA,FLORIDA,"Daytona Beach, Volusia County",wading,F,20,Unknown,18h00,Unknown,Jul-2000,July,2000,Young Adult
04-Jul-2000,Unprovoked,USA,FLORIDA,"Artifical reef 3 miles off Manatee Beach, Manatee County",Fishing,F,55,Survived,12h00,Nurse Shark,Jul-2000,July,2000,Adult
02-Jul-2000,Unprovoked,USA,FLORIDA,"Smyrna Dunes  Park, New Smyrna Beach, Volusia County",wading,F,13,Survived,17h00,Unknown,Jul-2000,July,2000,Teen
02-Jul-2000,Unprovoked,USA,FLORIDA,"Smyrna Dunes Park, New Smyrna Beach, Volusia County",Standing,F,19,Survived,14h45,Blacktip Shark,Jul-2000,July,2000,Young Adult
30-Jun-2000,Unprovoked,PAPUA NEW GUINEA,MADANG PROVINCE,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Unknown,M,nan,Fatal,,Unknown,Jun-2000,June,2000,Unknown
29-Jun-2000,Other,NEW ZEALAND,NORTH ISLAND,"Papamoa Beach, Bay of Plenty",Fishing,M,nan,Survived,,Unknown,Jun-2000,June,2000,Unknown
19-Jun-2000,Unprovoked,USA,FLORIDA,"Seminole Avenue, Ormond Beach, Volusia County",Standing,M,52,Survived,07h50,Unknown,Jun-2000,June,2000,Adult
13-Jun-2000,Other,USA,FLORIDA,"Pensacola Bay, Escambia County",Unknown,Unknown,nan,Survived,14h30,Bull Shark,Jun-2000,June,2000,Unknown
10-Jun-2000,Unprovoked,USA,TEXAS,"J.P. Luby Surf Park, Corpus Christi",Surfing,M,17,Survived,16h00,Blacktip Shark,Jun-2000,June,2000,Teen
09-Jun-2000,Unprovoked,USA,ALABAMA,"Gulf Shores, Baldwin County",Swimming,M,55,Survived,06h45,Bull Shark,Jun-2000,June,2000,Adult
09-Jun-2000,Unprovoked,USA,ALABAMA,"Gulf Shores, Baldwin County",Swimming,M,44,Survived,06h45,Bull Shark,Jun-2000,June,2000,Adult
02-Jun-2000,Unprovoked,USA,FLORIDA,"27th Avenue, New Smyrna Beach, Volusia County",Snorkeling,M,13,Survived,14h55,Unknown,Jun-2000,June,2000,Teen
13-May-2000,Other,NEW CALEDONIA,SOUTH PROVINCE,Mont Dore,Unknown,Unknown,nan,Survived,,Tiger Shark,May-2000,May,2000,Unknown
09-May-2000,Other,AUSTRALIA,VICTORIA,"Koonya Beach, Melbourne",Unknown,Unknown,nan,Fatal,,Unknown,May-2000,May,2000,Unknown
07-May-2000,Unprovoked,PAPUA NEW GUINEA,MADANG PROVINCE,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Standing,M,9,Survived,,Unknown,May-2000,May,2000,Child
07-May-2000,Unprovoked,PAPUA NEW GUINEA,MADANG PROVINCE,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Diving,M,nan,Fatal,,Unknown,May-2000,May,2000,Unknown
14-Apr-2000,Unprovoked,USA,FLORIDA,"On the south side of Ponce Inlet, Volusia County",Unknown,M,34,Survived,11h57,Unknown,Apr-2000,Apr,2000,Young Adult
09-Apr-2000,Unprovoked,USA,FLORIDA,"Municipal Beach, Riviera Beach, Palm Beach County",Boarding,M,nan,Survived,14h30,Unknown,Apr-2000,Apr,2000,Unknown
31-Mar-2000,Unprovoked,USA,FLORIDA,Santa Rosa Sound Escambia County,Fishing,M,nan,Survived,,Unknown,Mar-2000,Mar,2000,Unknown
30-Mar-2000,Unprovoked,AUSTRALIA,QUEENSLAND,"Main Beach, Gold Coast",Swimming,M,26,Survived,14h00,Unknown,Mar-2000,Mar,2000,Young Adult
26-Mar-2000,Unprovoked,USA,FLORIDA,"Juno Beach, Palm Beach County",Boarding,F,14,Survived,11h15,Unknown,Mar-2000,Mar,2000,Teen
24-Mar-2000,Unprovoked,USA,FLORIDA,"Floridana Beach, Brevard County",Surfing,M,37,Survived,14h00,Unknown,Mar-2000,Mar,2000,Adult
15-Mar-2000,Unprovoked,NEW CALEDONIA,NORTH PROVINCE,Poum,Fishing,M,35,Fatal,Morning,Tiger Shark,Mar-2000,Mar,2000,Young Adult
14-Mar-2000,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"McMasters Beach, Central Coast",Surfing,M,nan,Survived,19h30,Tiger Shark,Mar-2000,Mar,2000,Unknown
10-Mar-2000,Other,AUSTRALIA,NEW SOUTH WALES,Parramatta River,Unknown,Unknown,nan,Survived,P.M.,Unknown,Mar-2000,Mar,2000,Unknown
09-Mar-2000,Other,AUSTRALIA,NEW SOUTH WALES,Parramatta River,Unknown,Unknown,nan,Survived,,Unknown,Mar-2000,Mar,2000,Unknown
Reported      03-Mar-2000,Other,NEW ZEALAND,NORTH ISLAND,Between the Kakanui River and Campbell's Bay,Kayaking,M,27,Fatal,,Unknown,Mar-2000,Mar,2000,Young Adult
02-Mar-2000,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Taronga Wharf, Athol Bay, Sydney Harbor",Swimming,M,nan,Survived,,Unknown,Mar-2000,Mar,2000,Unknown
Mar-2000,Unprovoked,USA,LOUISIANA,Midnight Lump (38 miles offshore),Fishing,M,39,Survived,16h00,Unknown,Mar-2000,Mar,2000,Adult
21-Feb-2000,Unprovoked,USA,FLORIDA,"Riviera Beach, Palm Beach County",Unknown,M,27,Survived,Afternoon,Unknown,Feb-2000,Feb,2000,Young Adult
19-Feb-2000,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Struis Bay,Surfing,M,nan,Survived,14h00,Great White,Feb-2000,Feb,2000,Unknown
03-Feb-2000,Unprovoked,NEW ZEALAND,SOUTH ISLAND,Oreti Beach (reported as the 4th person bitten in NZ in 2000),Surfing,M,12,Survived,,Unknown,Feb-2000,Feb,2000,Child
01-Feb-2000,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,"Point Sinclair, Cactus Beach near Penong",Surfing,M,26,Survived,,Unknown,Feb-2000,Feb,2000,Young Adult
2000,Other,USA,FLORIDA,"Boca Grande, Lee County",Fishing,M,nan,Survived,,Hammerhead,2000,,2000,Unknown
31-Dec-1999,Unprovoked,NEW ZEALAND,SOUTH ISLAND,Oreti Beach,Surfing,M,15,Survived,,Unknown,Dec-1999,Dec,1999,Teen
31-Dec-1999,Unprovoked,NEW ZEALAND,SOUTH ISLAND,Oreti Beach,Swimming,F,13,Survived,,Unknown,Dec-1999,Dec,1999,Teen
31-Dec-1999,Unprovoked,NEW ZEALAND,SOUTH ISLAND,Oreti Beach,Bathing,F,12,Survived,,Unknown,Dec-1999,Dec,1999,Child
26-Dec-1999,Unprovoked,BRAZIL,PERNAMBUCO,"Boa Viagem Beach, Recife",Surfing,M,18,Survived,,Great White,Dec-1999,Dec,1999,Teen
14-Dec-1999,Other,USA,CALIFORNIA,"Off Ventura, Anacapa & Santa Cruz Islands",Diving,M,nan,Unknown,,Unknown,Dec-1999,Dec,1999,Unknown
06-Dec-1999,Other,BRAZIL,RIO DE JANEIRO,"Rio de Janeiro, Guanabara Bay",Fishing,M,39,Survived,09h30,Unknown,Dec-1999,Dec,1999,Adult
02-Dec-1999,Unprovoked,USA,FLORIDA,"Boynton Beach, Palm Beach County",Surfing,M,35,Survived,12h30,Unknown,Dec-1999,Dec,1999,Young Adult
30-Nov-1999,Unprovoked,USA,FLORIDA,"Palm Beach, Palm Beach County",Surfing,M,19,Survived,15h30,Unknown,Nov-1999,Nov,1999,Young Adult
23-Nov-1999,Unprovoked,USA,HAWAII,"Big Island off Kona Village Resort, North Kona",Swimming,F,51,Survived,17h20,Tiger Shark,Nov-1999,Nov,1999,Adult
15-Nov-1999,Unprovoked,USA,CALIFORNIA,"Waddell Reef, Santa Cruz County",Surfing,M,nan,Survived,,Great White,Nov-1999,Nov,1999,Unknown
13 -Nov-1999,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Umtentweni,Surfing,M,35,Survived,,Great White,Nov-1999,Nov,1999,Young Adult
06-Nov-1999,Unprovoked,BRAZIL,RIO DE JANEIRO,"Rio de Janeiro, Guanabara Bay",Swimming,M,39,Survived,10h30,Unknown,Nov-1999,Nov,1999,Adult
30-Oct-1999,Unprovoked,USA,FLORIDA,"Daytona Beach, Volusia County",Boarding,M,45,Survived,17h30,Unknown,Oct-1999,Oct,1999,Adult
30-Oct-1999,Unprovoked,USA,FLORIDA,"Gulfstream Park beach, Palm Beach County",Surfing,M,13,Survived,15h00,Unknown,Oct-1999,Oct,1999,Teen
20-Oct-1999,Unprovoked,USA,FLORIDA,"Pet Den, Satellite Beach, Brevard County",Surfing,M,nan,Survived,Noon,Lemon Shark,Oct-1999,Oct,1999,Unknown
01-Oct-1999,Unprovoked,USA,HAWAII,Old Kona Airport State Park,Surfing,M,16,Survived,18h30,Tiger Shark,Oct-1999,Oct,1999,Teen
29-Sep-1999,Unprovoked,USA,FLORIDA,"South side of Ponce de Leon Inlet, Volusia County",Surfing,M,22,Survived,18h45,Unknown,Sep-1999,Sep,1999,Young Adult
24-Sep-1999,Other,ITALY,ADRIATIC SEA,San Benedetto,Fishing,Unknown,nan,Survived,,Great White,Sep-1999,Sep,1999,Unknown
19-Sep-1999,Other,USA,CALIFORNIA,"North of Pidgeon Point, San Mateo County",Kayaking,M,37,Survived,18h30,Great White,Sep-1999,Sep,1999,Adult
Reported 16-Sep-1999,Unprovoked,USA,FLORIDA,"Cape Canaveral, Brevard County",wading,F,61,Survived,,Unknown,Sep-1999,Sep,1999,Senior
10-Sep-1999,Unprovoked,USA,SOUTH CAROLINA,"Isle of Palms, Charleston County",wading,F,10,Survived,Afternoon,Unknown,Sep-1999,Sep,1999,Child
05-Sep-1999,Unprovoked,USA,FLORIDA,"Fort Pierce Inlet, St. Lucie County",Surfing,M,13,Survived,,Unknown,Sep-1999,Sep,1999,Teen
04-Sep-1999,Provoked,USA,FLORIDA,"World Typhoon Lagoon, Disney Water Park, Orange County",wading,M,7,Survived,,Unknown,Sep-1999,Sep,1999,Child
04-Sep-1999,Unprovoked,USA,FLORIDA,"Ponce Inlet, Volusia County",Surfing,M,39,Survived,19h00,Unknown,Sep-1999,Sep,1999,Adult
26-Aug-1999,Unprovoked,USA,FLORIDA,"Bethune Beach, south of New Smyrna Beach, Volusia County",Surfing,M,28,Survived,14h30,Unknown,Aug-1999,Aug,1999,Young Adult
24-Aug-1999,Unprovoked,USA,NORTH CAROLINA,"Fort Fisher, New Hanover County",Surfing,M,nan,Survived,,Unknown,Aug-1999,Aug,1999,Unknown
21-Aug-1999,Unprovoked,USA,FLORIDA,"Ponce Inlet, Volusia County",Surfing,M,17,Survived,18h40,Unknown,Aug-1999,Aug,1999,Teen
16-Aug-1999,Unprovoked,USA,SOUTH CAROLINA,"Grand Strand, Myrtle Beach, Horry County",Unknown,M,10,Survived,17h40,Unknown,Aug-1999,Aug,1999,Child
05-Aug-1999,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,62,Survived,11h25,Unknown,Aug-1999,Aug,1999,Senior
05-Aug-1999,Unprovoked,BAHAMAS,ABACO ISLANDS,Grand Cay,Fishing,M,35,Survived,17h00,Bull Shark,Aug-1999,Aug,1999,Young Adult
29-Jul-1999,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Kogebaai,Surfing,M,42,Survived,14h00,Great White,Jul-1999,July,1999,Adult
26-Jul-1999,Unprovoked,USA,FLORIDA,"Two miles off Key Colony Beach, Monroe County",Swimming,M,43,Survived,18h25,Bull Shark,Jul-1999,July,1999,Adult
21-Jul-1999,Unprovoked,USA,HAWAII,Honoli'i in Hilo (west side of Big Island),Surfing,M,43,Survived,10h28,Tiger Shark,Jul-1999,July,1999,Adult
15-Jul-1999,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Buffels Bay (near Knysna),Boarding,M,14,Fatal,11h15,Great White,Jul-1999,July,1999,Teen
06-Jul-1999,Unprovoked,USA,SOUTH CAROLINA,Charleston,Unknown,M,nan,Survived,,Unknown,Jul-1999,July,1999,Unknown
04-Jul-1999,Unprovoked,USA,FLORIDA,"Pensacola  Beach, Escambia County",Fishing,F,30,Survived,Afternoon,Blacktip Shark,Jul-1999,July,1999,Young Adult
03-Jul-1999,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,"Cintsa East, East London",Surfing,M,29,Survived,Morning,Great White,Jul-1999,July,1999,Young Adult
19-Jun-1999,Unprovoked,USA,FLORIDA,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",Unknown,M,20,Survived,,Unknown,Jun-1999,June,1999,Young Adult
17-Jun-1999,Unprovoked,USA,FLORIDA,"South of Ponce Inlet, Volusia County",Surfing,M,21,Survived,09h15,Unknown,Jun-1999,June,1999,Young Adult
12-Jun-1999,Unprovoked,USA,FLORIDA,"Atlantiic Beach, Duval County",Swimming,M,41,Survived,13h15,Unknown,Jun-1999,June,1999,Adult
09-Jun-1999,Unprovoked,USA,FLORIDA,"Atlantic Dunes Park, Delray Beach, Palm Beach County",wading,M,5,Survived,16h00,Blacktip Shark,Jun-1999,June,1999,Child
29-May-1999,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,"Hardwicke Bay, Yorke Peninsula",Surfing,M,22,Survived,14h30,Great White,May-1999,May,1999,Young Adult
01-May-1999,Unprovoked,BRAZIL,PERNAMBUCO,"Boa Viagem Beach, Recife",Surfing,M,21,Survived,Afternoon,Tiger Shark,May-1999,May,1999,Young Adult
01-Apr-1999,Unprovoked,USA,FLORIDA,"Hobe Sound Beach, Palm Beach County",Surfing,M,14,Survived,,Unknown,Apr-1999,Apr,1999,Teen
Reported 18-Mar-1999 ,Unprovoked,NEW ZEALAND,SOUTH ISLAND,Codfish Island (Whenua Hau) west of Stewart Island,Diving,M,nan,Survived,,Unknown,Mar-1999,Mar,1999,Unknown
18-Mar-1999,Unprovoked,USA,HAWAII,"Olowalu side of Lahina, Maui ",Swimming,F,29,Survived,20h30,Unknown,Mar-1999,Mar,1999,Young Adult
14-Mar-1999,Unprovoked,NEW CALEDONIA,LOYALTY ISLANDS,Ouvea,Fishing,M,nan,Survived,Morning,Unknown,Mar-1999,Mar,1999,Unknown
08-Mar-1999,Unprovoked,USA,HAWAII,"Kealia Beach, Kaua'i",Surfing,M,18,Unknown,,Unknown,Mar-1999,Mar,1999,Teen
05-Mar-1999,Unprovoked,USA,HAWAII,"Quarter mile offshore in Kaanapali, West Maui",Swimming,F,29,Unknown,10h45,Unknown,Mar-1999,Mar,1999,Young Adult
26-Feb-1999,Other,USA,NORTH CAROLINA,Frying Pan Shoals,Unknown,Unknown,nan,Survived,,Unknown,Feb-1999,Feb,1999,Unknown
23-Feb-1999,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Scotts Head,Surfing,M,35,Survived,Evening,Tiger Shark,Feb-1999,Feb,1999,Young Adult
03-Feb-1999,Unprovoked,USA,FLORIDA,"Hobe Sound, Martin County",Surfing,M,25,Survived,15h30,Unknown,Feb-1999,Feb,1999,Young Adult
 13-Jan-1999,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Bonza Beach,Paddle,M,nan,Survived,,Great White,Jan-1999,Jan,1999,Unknown
01-Jan-1999,Other,NEW ZEALAND,NORTH ISLAND,"Papamoa, near Tauranga, Bay of Plenty",Unknown,Unknown,nan,Survived,,Unknown,Jan-1999,Jan,1999,Unknown
Reported 03-Jan-1999,Other,AUSTRALIA,NORTHERN TERRITORY,Gulf of Carpenteria,Fishing,F,37,Survived,,Unknown,Jan-1999,Jan,1999,Adult
1999,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,"Hospital Rock, Dyers Island",Fishing,M,30,Survived,12h00,Great White,1999,,1999,Young Adult
1999,Other,USA,VIRGINIA,"Sandridge Beach, Virginia Beach, Princess Anne County",Surfing,M,nan,Survived,,Unknown,1999,,1999,Unknown
24-Dec-1998,Provoked,USA,FLORIDA,"Ormond Beach, Volusia County",Surfing,M,19,Survived,08h30,Unknown,Dec-1998,Dec,1998,Young Adult
22-Dec-1998,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Middleton Beach,Standing,F,21,Survived,15h30,Unknown,Dec-1998,Dec,1998,Young Adult
Reported 20-Dec-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,"King's Beach, Port Elizabeth",Surfing,M,18,Survived,17h00,Great White,Dec-1998,Dec,1998,Teen
18-Dec-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Kei River Mouth,Unknown,M,14,Survived,,Unknown,Dec-1998,Dec,1998,Teen
15-Dec-1998,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Middleton Beach,Surfing,F,21,Survived,Afternoon,Unknown,Dec-1998,Dec,1998,Young Adult
21-Nov-1998,Unprovoked,USA,FLORIDA,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Swimming,M,9,Fatal,14h00,Tiger Shark,Nov-1998,Nov,1998,Child
14-Nov-1998,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,14,Survived,08h45,Unknown,Nov-1998,Nov,1998,Teen
11-Nov-1998,Unprovoked,USA,FLORIDA,"South Beach Park, Indian River County",Unknown,M,13,Survived,17h00,Unknown,Nov-1998,Nov,1998,Teen
05-Nov-1998,Unprovoked,USA,OREGON,Winchester Bay,Surfing,M,32,Survived,,Great White,Nov-1998,Nov,1998,Young Adult
02-Nov-1998,Unprovoked,BRAZIL,PERNAMBUCO," Boa Viagem Beach, Recife",Surfing,M,22,Survived,Late afternoon,Great White,Nov-1998,Nov,1998,Young Adult
24-Oct-1998,Unprovoked,USA,FLORIDA,"Jupiter Beach, Palm Beach County",Swimming,F,17,Survived,Afternoon,Unknown,Oct-1998,Oct,1998,Teen
18-Oct-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Glengariff,Surfing,M,30,Survived,,Unknown,Oct-1998,Oct,1998,Young Adult
10-Oct-1998,Unprovoked,USA,FLORIDA,"Sebastian Inlet, Indian River County",Surfing,M,nan,Survived,,Unknown,Oct-1998,Oct,1998,Unknown
04-Oct-1998,Unprovoked,BRAZIL,PERNAMBUCO,"Boa Viagem Beach, Recife",Surfing,M,17,Survived,,Unknown,Oct-1998,Oct,1998,Teen
01-Oct-1998,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Unknown,M,28,Survived,14h30,Unknown,Oct-1998,Oct,1998,Young Adult
27-Sep-1998,Unprovoked,USA,FLORIDA,"The Rocks, Hutchinson Island, Martin County",Surfing,M,6,Survived,,Unknown,Sep-1998,Sep,1998,Child
22-Sep-1998,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,18,Survived,15h35,Unknown,Sep-1998,Sep,1998,Teen
Reported 16-Sep-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Kowie River,Fishing,M,nan,Survived,Dusk,Unknown,Sep-1998,Sep,1998,Unknown
14-Sep-1998,Unprovoked,USA,FLORIDA,"Stuart Beach, Martin County",Surfing,M,28,Survived,,Unknown,Sep-1998,Sep,1998,Young Adult
Sep-1998,Provoked,SENEGAL,CAP VERT PENINSULA,Yoff Island,Fishing,M,25,Survived,,Unknown,Sep-1998,Sep,1998,Young Adult
30-Aug-1998,Unprovoked,USA,FLORIDA,"Ponce Inlet, Volusia County",Surfing,M,26,Survived,20h15,Unknown,Aug-1998,Aug,1998,Young Adult
26-Aug-1998,Unprovoked,USA,CALIFORNIA,"Stinson Beach, Marin County",Boarding,M,16,Survived,14h16,Great White,Aug-1998,Aug,1998,Teen
Reported      23-Aug-1998,Unprovoked,USA,VIRGINIA,Virginia Beach,Fishing,M,nan,Survived,,Unknown,Aug-1998,Aug,1998,Unknown
13-Aug-1998,Unprovoked,USA,FLORIDA,"Ponce Inlet, Volusia County",Boarding,M,11,Survived,,Unknown,Aug-1998,Aug,1998,Child
01-Aug-1998,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,"Buffalo Bay, near Knysna",Surfing,M,19,Survived,,Great White,Aug-1998,Aug,1998,Young Adult
01-Aug-1998,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Pringle Bay,Fishing,M,24,Survived,13h00,Great White,Aug-1998,Aug,1998,Young Adult
26-Jul-1998,Unprovoked,BRAZIL,PERNAMBUCO,"Boa Viagem, Recife",Surfing,M,nan,Survived,17h30,Unknown,Jul-1998,July,1998,Unknown
25-Jul-1998,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,13,Survived,P.M.,Unknown,Jul-1998,July,1998,Teen
06-Jul-1998,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Plettenberg Bay,wading,M,47,Survived,,Unknown,Jul-1998,July,1998,Adult
11-Jul-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,St. Francis Bay,Surfing,M,16,Survived,Morning,Unknown,Jul-1998,July,1998,Teen
06-Jul-1998,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Plettenberg Bay,Surfing,M,10,Survived,,Unknown,Jul-1998,July,1998,Child
28-Jun-1998,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,South Neptune Island,Diving,M,26,Survived,14h00,Great White,Jun-1998,June,1998,Young Adult
22-Jun-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,"Gonubie, 13 km northeast of East London",Boarding,M,20,Survived,09h55,Great White,Jun-1998,June,1998,Young Adult
08-Jun-1998,Unprovoked,USA,FLORIDA,"Daytona Beach, Volusia County",Surfing,M,18,Survived,18h00,Unknown,Jun-1998,June,1998,Teen
05-Jun-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Jeffrey's Bay,Surfing,M,nan,Survived,,Unknown,Jun-1998,June,1998,Unknown
30-May-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Pollock Beach,Surfing,M,17,Survived,,Unknown,May-1998,May,1998,Teen
29-May-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Sardinia Bay near Port Elizabeth,Boarding,M,15,Survived,2 hours after Opperman,Great White,May-1998,May,1998,Teen
29-May-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Jeffreys Bay,Boarding,M,16,Survived,Early afternoon,Unknown,May-1998,May,1998,Teen
25-May-1998,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,40,Survived,11h10,Lemon Shark,May-1998,May,1998,Adult
16-May-1998,Unprovoked,USA,FLORIDA,"Pecks Lake, Martin County",Swimming,F,14,Survived,14h30,Blacktip Shark,May-1998,May,1998,Teen
16-May-1998,Unprovoked,USA,FLORIDA,"Walden Rocks, St. Lucie County",Swimming,M,24,Survived,15h00,Unknown,May-1998,May,1998,Young Adult
16-May-1998,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Keurbooms,Boarding,M,22,Survived,14h45,Great White,May-1998,May,1998,Young Adult
26-Apr-1998,Unprovoked,MOZAMBIQUE,GAZA,"Bilene Bay, 180 km north of Maputo",Unknown,F,35,Survived,15h05,Unknown,Apr-1998,Apr,1998,Young Adult
