Date,Type,Country,State,Location,Activity,Sex,Age,Injury,Time,Species,Extracted_date,Month,Year,Age_group
08-Apr-1963,Other,USA,HAWAII,"Hapuna Beach, Hawai'i",Unknown,M,nan,Survived,,Unknown,Apr-1963,Apr,1963,Unknown
30-Mar-1963,Other,SOLOMON ISLANDS,BOUGAINVILLE (NORTH SOLOMONS),,Unknown,M,nan,Fatal,Night,Unknown,Mar-1963,Mar,1963,Unknown
27-Feb-1963,Unprovoked,PAPUA NEW GUINEA,NEW IRELAND PROVINCE,Namatanai,Swimming,M,nan,Survived,11h00,Unknown,Feb-1963,Feb,1963,Unknown
24-Feb-1963,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Wombarra Beach near Austinmeer,Fishing,M,18,Survived,Afternoon,Unknown,Feb-1963,Feb,1963,Teen
04-Feb-1963,Other,USA,FLORIDA,Off Key West,Unknown,M,nan,Survived,,Unknown,Feb-1963,Feb,1963,Unknown
28-Jan-1963,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Sugarloaf Bay, Middle Harbour, Sydney",wading,F,32,Survived,13h30,Bull Shark,Jan-1963,Jan,1963,Young Adult
26-Jan-1963,Other,AUSTRALIA,NEW SOUTH WALES,Evans Head,Swimming,M,25,Survived,16h30,Unknown,Jan-1963,Jan,1963,Young Adult
22-Jan-1963,Other,SOUTH AFRICA,WESTERN CAPE PROVINCE,False Bay,Fishing,Unknown,nan,Survived,,Unknown,Jan-1963,Jan,1963,Unknown
14-Jan-1963,Provoked,NEW ZEALAND,NORTH ISLAND,"Petone Beach, Wellington",Fishing,Unknown,14,Survived,Afternoon,Nurse Shark,Jan-1963,Jan,1963,Teen
12-Jan-1963,Provoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Humewood,Fishing,M,nan,Survived,,Unknown,Jan-1963,Jan,1963,Unknown
11-Jan-1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,"Peace Cottage, Umdhloti",Diving,M,27,Survived,12h15,Unknown,Jan-1963,Jan,1963,Young Adult
06-Jan-1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,"Selection Reef, Umdhloti",Fishing,M,24,Survived,16h00,Unknown,Jan-1963,Jan,1963,Young Adult
04-Jan-1963,Provoked,AUSTRALIA,SOUTH AUSTRALIA,Off Franklin Island between Streaky Bay & Ceduna,Fishing,Unknown,nan,Survived,,Great White,Jan-1963,Jan,1963,Unknown
30-Dec-1962,Provoked,SOUTH AFRICA,KWAZULU-NATAL,Shark tank at Oceanographic Research Institute,Diving,M,nan,Survived,10h30,Unknown,Dec-1962,Dec,1962,Unknown
09-Dec-1962,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Carrickalinga Head,Fishing,M,16,Survived,14h30,Great White,Dec-1962,Dec,1962,Teen
Dec-1962,Other,SOUTH AFRICA,WESTERN CAPE PROVINCE,Swartklip,Fishing,Unknown,nan,Survived,,Unknown,Dec-1962,Dec,1962,Unknown
29-Nov-1962,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Sydney,Diving,M,26,Survived,,Unknown,Nov-1962,Nov,1962,Young Adult
25-Nov-1962,Other,AUSTRALIA,QUEENSLAND,Townsville,Unknown,M,nan,Fatal,,Unknown,Nov-1962,Nov,1962,Unknown
11-Nov-1962,Unprovoked,USA,CALIFORNIA,Farallon Islands,Diving,M,24,Survived,12h45 / 13h45,Great White,Nov-1962,Nov,1962,Young Adult
10-Nov-1962,Other,AUSTRALIA,NEW SOUTH WALES,Off Kisma,Fishing,Unknown,nan,Survived,,Unknown,Nov-1962,Nov,1962,Unknown
28-Oct-1962,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Paradise Reef,Fishing,M,30,Survived,15h00,Unknown,Oct-1962,Oct,1962,Young Adult
25-Oct-1962,Unprovoked,MEXICO,VERACRUZ,"Villa del Mar Beach, Veracruz",wading,M,32,Survived,08h30,Unknown,Oct-1962,Oct,1962,Young Adult
14-Oct-1962,Other,AUSTRALIA,SOUTH AUSTRALIA,Port Phillip Bay,Unknown,M,nan,Survived,,Nurse Shark,Oct-1962,Oct,1962,Unknown
06-Oct-1962,Other,USA,CALIFORNIA,2 miles off Santa Catalina Island,Fishing,F,43,Fatal,,Unknown,Oct-1962,Oct,1962,Adult
22-Sep-1962,Unprovoked,MEXICO,VERACRUZ,"Villa del Mar Beach, Veracruz",Swimming,M,20,Survived,15h00,Unknown,Sep-1962,Sep,1962,Young Adult
02-Sep-1962 ,Unprovoked,ITALY,TYRRHENIAN SEA,"Circeo, Secca del Quadro",Fishing,M,28,Survived,10h20,Great White,Sep-1962,Sep,1962,Young Adult
29-Aug-1962,Provoked,USA,CALIFORNIA,"Solana Beach, San Diego County",Diving,M,39,Survived,08h30,Unknown,Aug-1962,Aug,1962,Adult
26-Aug-1962,Other,USA,FLORIDA,6 miles north of Palm Beach,Unknown,Unknown,nan,Survived,,Unknown,Aug-1962,Aug,1962,Unknown
23-Aug-1962,Other,SOUTH AFRICA,WESTERN CAPE PROVINCE,Robbesteen,Fishing,Unknown,nan,Survived,12h00,Unknown,Aug-1962,Aug,1962,Unknown
19-Aug-1962,Unprovoked,USA,TEXAS,"Off Andy Bowie Park, Padre Island, near Port Isabel",Fishing,M,40,Survived,15h30,Unknown,Aug-1962,Aug,1962,Adult
12-Aug-1962,Unprovoked,USA,NEW JERSEY,"Manasquan, Ocean County",Standing,M,24,Survived,14h00 - 15h00,Unknown,Aug-1962,Aug,1962,Young Adult
Late Aug-1962,Unprovoked,ITALY,TYRRHENIAN SEA,"Circeo, Secca del Faro",Diving,M,nan,Survived,,Great White,Aug-1962,Aug,1962,Unknown
Aug-1962,Unprovoked,SENEGAL,CAP VERT PENINSULA,,Unknown,M,23,Survived,,Unknown,Aug-1962,Aug,1962,Young Adult
28-Jul-1962,Unprovoked,USA,SOUTH CAROLINA,"Off Hilton Head, Beaufort County ",Standing,M,21,Survived,,Unknown,Jul-1962,July,1962,Young Adult
19-Jul-1962,Provoked,USA,CALIFORNIA,30 miles south of San Clemente Island,Fishing,M,19,Survived,16h30,Unknown,Jul-1962,July,1962,Young Adult
10-Jul-1962,Unprovoked,USA,GEORGIA,"St. Simons Island or Jeykll Island, Glynn County",Surfing,M,41,Survived,17h00,Unknown,Jul-1962,July,1962,Adult
07-Jul-1962,Unprovoked,USA,GEORGIA,"Jekyll Island, Glynn County",Unknown,M,13,Survived,14h10,Unknown,Jul-1962,July,1962,Teen
25-Jun-1962,Other,USA,FLORIDA,"Fernandina Beach, Nassau County",Unknown,M,nan,Fatal,,Unknown,Jun-1962,June,1962,Unknown
21-Jun-1962,Other,SOUTH AFRICA,WESTERN CAPE PROVINCE,"Millers Point, False Bay",Unknown,Unknown,nan,Survived,21h00,Unknown,Jun-1962,June,1962,Unknown
17-Jun-1962,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Unknown,M,11,Survived,11h50,Unknown,Jun-1962,June,1962,Child
11-Jun-1962,Unprovoked,USA,CALIFORNIA,San Francisco Bay,Unknown,M,31,Survived,night,Unknown,Jun-1962,June,1962,Young Adult
11-Jun-1962,Unprovoked,USA,CALIFORNIA,San Francisco Bay,Unknown,M,32,Fatal,Night,Unknown,Jun-1962,June,1962,Young Adult
11-Jun-1962,Unprovoked,USA,CALIFORNIA,San Francisco Bay,Unknown,M,35,Fatal,Night,Unknown,Jun-1962,June,1962,Young Adult
10-Jun-1962,Unprovoked,PAPUA NEW GUINEA,MADANG PROVINCE,"Mouth of Suareng River, a mile from Taludig",Unknown,M,nan,Survived,Midday,Unknown,Jun-1962,June,1962,Unknown
10-Jun-1962,Unprovoked,USA,SOUTH CAROLINA,"Hilton Head, Beaufort County",Standing,M,13,Survived,16h00,Unknown,Jun-1962,June,1962,Teen
07-Jun-1962,Other,AUSTRALIA,WESTERN AUSTRALIA,Emu Point,Fishing,Unknown,nan,Survived,07h00,Unknown,Jun-1962,June,1962,Unknown
04-Jun-1962,Provoked,USA,CALIFORNIA,"12' tank at Steinhart Aquarium, San Francisco",Diving,M,55,Survived,13h30,Unknown,Jun-1962,June,1962,Adult
03-Jun-1962,Unprovoked,USA,FLORIDA,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",Diving,M,31,Survived,12h00,Unknown,Jun-1962,June,1962,Young Adult
29-May-1962,Unprovoked,USA,FLORIDA,"Jupiter, Palm Beach County",Unknown,M,17,Survived,,Unknown,May-1962,May,1962,Teen
12-May-1962,Other,USA,CALIFORNIA,"8 miles off Newport Beach, Orange County",Unknown,Unknown,nan,Survived,03h45 - 04h00,Unknown,May-1962,May,1962,Unknown
20-Apr-1962,Provoked,AUSTRALIA,QUEENSLAND,Nobbys Beach,Fishing,Unknown,nan,Survived,,Unknown,Apr-1962,Apr,1962,Unknown
09-Apr-1962,Unprovoked,MOZAMBIQUE,GAZA,Xai Xai,Swimming,M,16,Survived,10h30,Unknown,Apr-1962,Apr,1962,Teen
07-Apr-1962,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Umhlali,wading,M,13,Survived,11h30,Unknown,Apr-1962,Apr,1962,Teen
05-Apr-1962,Provoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,East London,Fishing,Unknown,nan,Survived,,Unknown,Apr-1962,Apr,1962,Unknown
25-Mar-1962,Other,AUSTRALIA,NEW SOUTH WALES,Norah Head,Fishing,Unknown,nan,Survived,,Unknown,Mar-1962,Mar,1962,Unknown
24-Mar-1962,Unprovoked,PAPUA NEW GUINEA,MADANG,Matukar village ,Swimming,M,10,Survived,Late afternoon,Unknown,Mar-1962,Mar,1962,Child
23-Feb-1962,Unprovoked,PAPUA NEW GUINEA,CENTRAL PROVINCE,Fisherman’s Island near Port Moresby,Swimming,M,nan,Survived,,Unknown,Feb-1962,Feb,1962,Unknown
15-Feb-1962,Unprovoked,AUSTRALIA,QUEENSLAND,Between Smith’s Rock & Moreton Island,Fishing,M,nan,Survived,A.M.,Unknown,Feb-1962,Feb,1962,Unknown
07-Feb-1962,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Winkelspruit,Swimming,M,22,Survived,09h00,Unknown,Feb-1962,Feb,1962,Young Adult
05-Feb-1962,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Winkelspruit,Unknown,M,13,Survived,16h20,Great White,Feb-1962,Feb,1962,Teen
04-Feb-1962,Unprovoked,AUSTRALIA,QUEENSLAND,Greenmount Beach,Swimming,M,35,Survived,14h30,Unknown,Feb-1962,Feb,1962,Young Adult
02-Feb-1962,Other,NEW ZEALAND,NORTH ISLAND,South of New Plymouth,Fishing,Unknown,nan,Unknown,,Unknown,Feb-1962,Feb,1962,Unknown
27-Jan-1962,Unprovoked,NEW ZEALAND,SOUTH ISLAND,Oreti Beach,Unknown,M,18,Survived,16h00,Unknown,Jan-1962,Jan,1962,Teen
26-Jan-1962,Unprovoked,MOZAMBIQUE,GAZA,Praia Sepulveda,Unknown,M,16,Unknown,,Unknown,Jan-1962,Jan,1962,Teen
21-Jan-1962,Provoked,AUSTRALIA,NEW SOUTH WALES,Cronulla,Fishing,M,19,Survived,,Unknown,Jan-1962,Jan,1962,Young Adult
18-Jan-1962,Other,SOUTH AFRICA,KWAZULU-NATAL,Margate,Fishing,M,40,Fatal,13h10,Unknown,Jan-1962,Jan,1962,Adult
16-Jan-1962,Provoked,NEW ZEALAND,SOUTH ISLAND,"Pigeon Bay, Canterbury",Fishing,Unknown,nan,Survived,,Unknown,Jan-1962,Jan,1962,Unknown
15-Jan-1962,Unprovoked,NEW ZEALAND,NORTH ISLAND,"Slipper Island, Coromandel Peninsula",Fishing,M,44,Survived,12h00,Unknown,Jan-1962,Jan,1962,Adult
14-Jan-1962,Unprovoked,USA,CALIFORNIA,Farallon Islands,Diving,M,29,Survived,10h30,Great White,Jan-1962,Jan,1962,Young Adult
14-Jan-1962,Provoked,AUSTRALIA,NEW SOUTH WALES,"Long Reef, North Manly",Fishing,Unknown,nan,Survived,,Nurse Shark,Jan-1962,Jan,1962,Unknown
14-Jan-1962,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Lennox Head, Ballina",Surfing,M,19,Survived,13h30,Unknown,Jan-1962,Jan,1962,Young Adult
11-Jan-1962,Other,AUSTRALIA,SOUTH AUSTRALIA,Marino,Fishing,Unknown,nan,Survived,,Nurse Shark,Jan-1962,Jan,1962,Unknown
11-Jan-1962,Unprovoked,NEW ZEALAND,SOUTH ISLAND,"Fairdown Beach, 5 miles north of Westport",Fishing,F,54,Survived,18h00,Unknown,Jan-1962,Jan,1962,Adult
10-Jan-1962,Other,AUSTRALIA,SOUTH AUSTRALIA,Ceduna,Fishing,Unknown,nan,Survived,,Great White,Jan-1962,Jan,1962,Unknown
08-Jan-1962,Other,AUSTRALIA,NEW SOUTH WALES,Lake Illawarra,Swimming,M,25,Survived,,Unknown,Jan-1962,Jan,1962,Young Adult
07-Jan-1962,Provoked,AUSTRALIA,QUEENSLAND,Dicky Beach,Unknown,Unknown,nan,Survived,,Unknown,Jan-1962,Jan,1962,Unknown
07-Jan-1962,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Sydney,Surfing,Unknown,nan,Survived,,Unknown,Jan-1962,Jan,1962,Unknown
06-Jan-1962,Other,SOUTH AFRICA,WESTERN CAPE PROVINCE,6 km off Groot Brak River,Fishing,Unknown,nan,Unknown,,Unknown,Jan-1962,Jan,1962,Unknown
02-Jan-1962,Provoked,AUSTRALIA,NEW SOUTH WALES,"Seaspray, near Sale",Fishing,Unknown,nan,Survived,,Unknown,Jan-1962,Jan,1962,Unknown
Ca. 1962,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Dangerous Reef,Diving,M,nan,Survived,,Unknown,1962,,1962,Unknown
28-Dec-1961,Unprovoked,AUSTRALIA,QUEENSLAND,"Lambert's Beach, Mackay",Standing,F,18,Survived,16h15,Unknown,Dec-1961,Dec,1961,Teen
28-Dec-1961,Unprovoked,AUSTRALIA,QUEENSLAND,"Lambert’s Beach, Mackay",Standing,M,24,Survived,16h15,Unknown,Dec-1961,Dec,1961,Young Adult
28-Dec-1961,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Umhlanga Rocks,Unknown,M,18,Survived,16h50,Unknown,Dec-1961,Dec,1961,Teen
27-Dec-1961,Provoked,AUSTRALIA,WESTERN AUSTRALIA,"North of main swimming area in Waterman's Bay Beach, Perth",Fishing,M,23,Survived,07h00,Nurse Shark,Dec-1961,Dec,1961,Young Adult
19-Dec-1961,Other,AUSTRALIA,SOUTH AUSTRALIA,Cowell,Fishing,Unknown,nan,Survived,,Unknown,Dec-1961,Dec,1961,Unknown
18-Dec-1961,Unprovoked,MOZAMBIQUE,GAZA,Praia Sepulveda,Bathing,M,20,Survived,16h00,Unknown,Dec-1961,Dec,1961,Young Adult
18-Dec-1961,Unprovoked,AUSTRALIA,QUEENSLAND,Noosa Heads,Surfing,M,22,Survived,06h15,Unknown,Dec-1961,Dec,1961,Young Adult
13-Dec-1961,Unprovoked,AUSTRALIA,TORRES STRAIT,"Horn Island, near Thursday Island",Swimming,M,17,Survived,14h00,Unknown,Dec-1961,Dec,1961,Teen
09-Oct-1961,Other,USA,FLORIDA,"Ocean Ridge, Boca Raton, Palm Beach County",Swimming,M,45,Fatal,,Unknown,Oct-1961,Oct,1961,Adult
Oct-1961,Unprovoked,USA,FLORIDA,"Boca Raton, Palm Beach County",Unknown,M,45,Fatal,,Unknown,Oct-1961,Oct,1961,Adult
26-Sep-1961,Provoked,USA,FLORIDA,"Florida Keys, Monroe County",Unknown,M,16,Survived,16h30,Unknown,Sep-1961,Sep,1961,Teen
24-Sep-1961,Unprovoked,CROATIA,PRIMORJE-GORSKI KOTAR COUNTY,"Opatija, northwestern coast of Rijeka Bay",Swimming,M,19,Survived,Early afternoon,Great White,Sep-1961,Sep,1961,Young Adult
06-Sep-1961,Other,AUSTRALIA,WESTERN AUSTRALIA,Broome,Unknown,Unknown,nan,Fatal,,Unknown,Sep-1961,Sep,1961,Unknown
20-Aug-1961,Unprovoked,USA,CALIFORNIA,"Portuguese Beach at mouth of Salmon Creek, Sonoma County",Swimming,M,16,Survived,09h30 / 15h30,Great White,Aug-1961,Aug,1961,Teen
16-Aug-1961,Unprovoked,USA,SOUTH CAROLINA,"Pawley’s Island, Georgetown County",wading,M,19,Survived,08h00,Great White,Aug-1961,Aug,1961,Young Adult
02-Aug-1961,Unprovoked,USA,HAWAII,"Pearl Harbor Channel, O'ahu",Fishing,M,38,Survived,17h30,Unknown,Aug-1961,Aug,1961,Adult
29-Jul-1961,Provoked,USA,NEW YORK,Whitewood Point on Lloyd Neck in Oyster Bay,Fishing,M,57,Survived,14h30,Unknown,Jul-1961,July,1961,Adult
07-Jul-1961,Provoked,AUSTRALIA,QUEENSLAND,Cape Moreton,Fishing,Unknown,nan,Survived,,Great White,Jul-1961,July,1961,Unknown
Jul-1961,Unprovoked,ITALY,ADRIATIC SEA,Riccione,Fishing,M,21,Survived,14h00,Great White,Jul-1961,July,1961,Young Adult
24-Jun-1961,Unprovoked,USA,FLORIDA,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami",Diving,M,23,Survived,09h30,Unknown,Jun-1961,June,1961,Young Adult
18-Jun-1961,Unprovoked,USA,FLORIDA,"Jensen Beach, Martin County",Standing,M,25,Survived,Afternoon,Unknown,Jun-1961,June,1961,Young Adult
Reported 06-Jun-1961,Other,USA,FLORIDA,"Ponte Vedra Beach, St. Johns County",Fishing,M,nan,Survived,,Hammerhead,Jun-1961,June,1961,Unknown
01-Jun-1961,Provoked,PAPUA NEW GUINEA,"ADMIRALTY ISLANDS, MANUS PROVINCE","Rossun, Manus",Fishing,M,19,Survived,,Unknown,Jun-1961,June,1961,Young Adult
21-May-1961,Unprovoked,USA,CALIFORNIA,"Tomales Point, Marin County",Diving,M,20,Survived,08h00 / 09h30,Great White,May-1961,May,1961,Young Adult
15-May-1961,Unprovoked,USA,FLORIDA,"Laguna Beach, Bay County",Unknown,M,52,Survived,11h30,Hammerhead,May-1961,May,1961,Adult
07-May-1961,Provoked,AUSTRALIA,WESTERN AUSTRALIA,"Quinn’s Rocks, south of Yanchep",Fishing,M,nan,Survived,,Unknown,May-1961,May,1961,Unknown
30-Apr-1961,Other,USA,FLORIDA,Palm Beach County,Unknown,M,10,Survived,15h00,Unknown,Apr-1961,Apr,1961,Child
25-Apr-1961,Provoked,AUSTRALIA,NEW SOUTH WALES,"Trial Bay, north of Kempsey",Fishing,M,nan,Survived,12h00,Unknown,Apr-1961,Apr,1961,Unknown
21-Apr-1961,Unprovoked,MOZAMBIQUE,GAZA,"Sepulveda Beach, Xai Xai",Swimming,M,37,Survived,10h00,Unknown,Apr-1961,Apr,1961,Adult
17-Apr-1961,Provoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Port Elizabeth Oceanarium,Diving,M,nan,Survived,,Unknown,Apr-1961,Apr,1961,Unknown
16-Apr-1961,Unprovoked,USA,FLORIDA,"Fowey Rock Light, Miami",Fishing,M,22,Survived,,Tiger Shark,Apr-1961,Apr,1961,Young Adult
16-Apr-1961,Provoked,AUSTRALIA,NEW SOUTH WALES,Otford,Fishing,M,21,Survived,,Unknown,Apr-1961,Apr,1961,Young Adult
14-Apr-1961,Unprovoked,AUSTRALIA,NEW SOUTH WALES,10 miles off Nambucca Heads  onboard trawler,Fishing,M,40,Survived,Night,Unknown,Apr-1961,Apr,1961,Adult
09-Apr-1961,Unprovoked,MOZAMBIQUE,GAZA,Xai Xai,Swimming,M,38,Survived,11h00,Unknown,Apr-1961,Apr,1961,Adult
03-Apr-1961,Unprovoked,AUSTRALIA,VICTORIA,Flinders Island,Fishing,M,24,Survived,,Nurse Shark,Apr-1961,Apr,1961,Young Adult
Apr-1961,Provoked,AUSTRALIA,WESTERN AUSTRALIA,Rottnest Island,Fishing,M,nan,Survived,,Unknown,Apr-1961,Apr,1961,Unknown
30-Mar-1961,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Glenelg Breakwater,Fishing,M,24,Survived,,Unknown,Mar-1961,Mar,1961,Young Adult
18-Mar-1961,Unprovoked,AUSTRALIA,VICTORIA,Lady Beach at Warrnambool,Swimming,M,24,Survived,Late afternoon,Unknown,Mar-1961,Mar,1961,Young Adult
14-Mar-1961,Provoked,AUSTRALIA,WESTERN AUSTRALIA,Shark Bay,Fishing,F,nan,Survived,,Unknown,Mar-1961,Mar,1961,Unknown
12-Mar-1961,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Aldinga Beach,Fishing,M,21,Survived,14h30,Great White,Mar-1961,Mar,1961,Young Adult
07-Mar-1961,Provoked,SOUTH AFRICA,KWAZULU-NATAL,St. Lucia,Fishing,M,44,Survived,,Unknown,Mar-1961,Mar,1961,Adult
17-Feb-1961,Unprovoked,AUSTRALIA,VICTORIA,Mount Martha Beach,Standing,F,nan,Survived,18h00,Unknown,Feb-1961,Feb,1961,Unknown
12-Feb-1961,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Sea Point,Fishing,M,27,Survived,Late afternoon,Unknown,Feb-1961,Feb,1961,Young Adult
01-Feb-1961,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Nahoon,Swimming,M,14,Survived,14h50,Unknown,Feb-1961,Feb,1961,Teen
01-Feb-1961,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Carnac Island,Fishing,M,nan,Survived,,Nurse Shark,Feb-1961,Feb,1961,Unknown
Feb-1961,Other,USA,CALIFORNIA,"Topanga Canyon Beach, Santa Monica Bay",Unknown,M,nan,Survived,,Unknown,Feb-1961,Feb,1961,Unknown
25-Jan-1961,Other,SOUTH AFRICA,WESTERN CAPE PROVINCE,Frikkies Bay,Fishing,Unknown,nan,Survived,,Unknown,Jan-1961,Jan,1961,Unknown
22-Jan-1961,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Amanzimtoti,Swimming,M,15,Survived,14h20,Great White,Jan-1961,Jan,1961,Teen
15-Jan-1961,Provoked,AUSTRALIA,NEW SOUTH WALES,Cook Island,Unknown,M,27,Survived,Morning,Unknown,Jan-1961,Jan,1961,Young Adult
06-Jan-1961,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Winkelspruit,Standing,M,13,Survived,19h35,Great White,Jan-1961,Jan,1961,Teen
06-Jan-1961,Provoked,AUSTRALIA,NORTHERN TERRITORY,"Stokes Hill Wharf, Darwin",Fishing,M,nan,Survived,,Hammerhead,Jan-1961,Jan,1961,Unknown
05-Jan-1961,Unprovoked,MOZAMBIQUE,LIMPOPO RIVER,190 km to 240 km from the sea,Swimming,M,nan,Survived,16h00,Unknown,Jan-1961,Jan,1961,Unknown
03-Jan-1961,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Strandfontein,Standing,M,25 or 28,Survived,15h30,Unknown,Jan-1961,Jan,1961,Young Adult
03-Jan-1961,Other,SOUTH AFRICA,KWAZULU-NATAL,Palm Beach,Unknown,Unknown,nan,Fatal,,Unknown,Jan-1961,Jan,1961,Unknown
Reported 02-Jan-1961,Other,AUSTRALIA,TASMANIA,Off Tasman Island,Unknown,Unknown,nan,Survived,,Unknown,Jan-1961,Jan,1961,Unknown
1961,Other,AUSTRALIA,NEW SOUTH WALES,South coast,Fishing,Unknown,nan,Survived,,Unknown,1961,,1961,Unknown
1961,Unprovoked,SENEGAL,CAP VERT PENINSULA,Thiaroye Guedi,Diving,M,20,Fatal,,Unknown,1961,,1961,Young Adult
1961,Other,USA,HAWAII,Maui,Unknown,Unknown,nan,Fatal,,Unknown,1961,,1961,Unknown
27-Dec-1960,Unprovoked,USA,HAWAII,"Maile Point, O'ahu",Fishing,M,nan,Survived,,Unknown,Dec-1960,Dec,1960,Unknown
27-Dec-1960,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Bondi Beach, Sydney",Unknown,F,27,Survived,,Unknown,Dec-1960,Dec,1960,Young Adult
24-Dec-1960,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Margate,Swimming,M,25,Survived,16h30,Great White,Dec-1960,Dec,1960,Young Adult
20-Dec-1960,Unprovoked,AUSTRALIA,QUEENSLAND,"College’s Crossing, 54 miles above mouth of the Brisbane River",Fishing,M,33,Survived,09h00,Nurse Shark,Dec-1960,Dec,1960,Young Adult
01-Dec-1960,Unprovoked,AUSTRALIA,QUEENSLAND,"Colledge's Crossing, Brisbane River",Fishing,M,nan,Survived,,Bull Shark,Dec-1960,Dec,1960,Unknown
27-Nov-1960,Unprovoked,AUSTRALIA,QUEENSLAND,"Black’s Beach, 9 miles north of Mackay",Swimming,M,41,Survived,14h45,Unknown,Nov-1960,Nov,1960,Adult
22-Nov-1960,Other,USA,FLORIDA,"Hutchinson Island Beach, Martin County",Unknown,F,51,Fatal,,Unknown,Nov-1960,Nov,1960,Adult
11-Nov-1960,Provoked,AUSTRALIA,QUEENSLAND,"Scott’s Point, Redcliffe Peninsula",Surfing,M,17,Survived,15h00,Unknown,Nov-1960,Nov,1960,Teen
06-Nov-1960,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Hamelin Bay,Fishing,M,24,Unknown,,Unknown,Nov-1960,Nov,1960,Young Adult
Nov-1960,Other,SOUTH AFRICA,WESTERN CAPE PROVINCE,"5 km from Gordon’s Bay, False Bay",Unknown,Unknown,nan,Survived,,Great White,Nov-1960,Nov,1960,Unknown
Nov-1960,Unprovoked,PAPUA NEW GUINEA,CENTRAL PROVINCE,Abau Subdistrict,Fishing,M,nan,Survived,,Unknown,Nov-1960,Nov,1960,Unknown
25-Oct-1960,Other,USA,CALIFORNIA,"Off Point Mugu, Ventura County",Unknown,M,36,Survived,14h00,Unknown,Oct-1960,Oct,1960,Adult
24-Oct-1960,Other,SOUTH AFRICA,WESTERN CAPE PROVINCE,"Jacobs Bay Reef, Saldanha Bay",Fishing,Unknown,nan,Survived,,Great White,Oct-1960,Oct,1960,Unknown
01-Oct-1960,Other,AUSTRALIA,NEW SOUTH WALES,North Head,Fishing,M,24,Fatal,,Unknown,Oct-1960,Oct,1960,Young Adult
Oct-1960,Unprovoked,PAPUA NEW GUINEA,NEW BRITAIN,"East Nakanai, Talasea",Unknown,M,26,Survived,,Unknown,Oct-1960,Oct,1960,Young Adult
Oct-1960,Other,USA,FLORIDA,Haulover Inlet,Diving,M,nan,Unknown,,Unknown,Oct-1960,Oct,1960,Unknown
Oct-1960,Other,SOUTH AFRICA,WESTERN CAPE PROVINCE,False Bay,Fishing,Unknown,nan,Unknown,,Great White,Oct-1960,Oct,1960,Unknown
24-Sep-1960,Provoked,USA,SOUTH CAROLINA,"Atlantic Beach, Horry County",Fishing,M,nan,Survived,,Unknown,Sep-1960,Sep,1960,Unknown
18-Sep-1960,Other,AUSTRALIA,WESTERN AUSTRALIA,Frenchman Bay,Unknown,Unknown,nan,Survived,,Unknown,Sep-1960,Sep,1960,Unknown
30-Aug-1960,Unprovoked,USA,NEW JERSEY,"Ocean City, Cape May County",Swimming,M,25,Survived,17h15,Unknown,Aug-1960,Aug,1960,Young Adult
25-Aug-1960,Other,USA,TEXAS,30 miles east of Corpus Christi,Unknown,M,nan,Fatal,,Unknown,Aug-1960,Aug,1960,Unknown
24-Aug-1960,Unprovoked,USA,CONNECTICUT,"Off Eames Monument, Bridgeport, Fairfield County",Diving,M,38,Survived,13h35,Unknown,Aug-1960,Aug,1960,Adult
Reported 22-Aug-1960,Unprovoked,PAPUA NEW GUINEA,MILNE BAY PROVINCE,,Diving,M,nan,Unknown,,Unknown,Aug-1960,Aug,1960,Unknown
22-Aug-1960,Unprovoked,USA,NEW JERSEY,"Seaside Park, Ocean County",Unknown,M,14,Unknown,,Unknown,Aug-1960,Aug,1960,Teen
